id,english,twi,source
8858,Asamoah had a lot of fun.,,verified_data
8859,I think he takes after his father.,,verified_data
8860,He went for the doctor.,,verified_data
8861,It'll rain soon.,,verified_data
8862,No one's been hurt.,,verified_data
8863,They wouldn't give me a refund.,,verified_data
8864,Asamoah eats more ice cream than I do.,,verified_data
8865,Asamoah attached the string to the kite.,,verified_data
8866,It must be pretty cold.,,verified_data
8867,The roof leaks every time it rains.,,verified_data
8868,He lived a lonely life in the forest.,,verified_data
8869,The group was made up of four young men.,,verified_data
8870,I spent the whole afternoon chatting with friends.,,verified_data
8871,I got a call from her this morning.,,verified_data
8872,I'm thinking of the plan.,,verified_data
8873,What exactly is it you want us to do?,,verified_data
8874,"In Japan, the new school year begins in April.",,verified_data
8875,He will probably fail.,,verified_data
8876,I didn't give anything to Asamoah.,,verified_data
8877,I hope we get some rain soon.,,verified_data
8878,I can't tell you how much your support means to us.,,verified_data
8879,Asamoah and Abena spend a lot of time together.,,verified_data
8880,We've had a lot of rain this month.,,verified_data
8881,It's an excellent wine.,,verified_data
8882,That pair of pliers came in handy.,,verified_data
8883,"There are two zeros in the number ""2010.""",,verified_data
8884,Boston is beautiful.,,verified_data
8885,"I didn't know you could cook this well, Asamoah.",,verified_data
8886,I'll never forget your kindness.,,verified_data
8887,I did not sleep well last night.,,verified_data
8888,I am more than grateful to you for your help.,,verified_data
8889,"If you want my help, you'll have to ask for it.",,verified_data
8890,I kept it with me.,,verified_data
8891,Asamoah is my fiancé.,,verified_data
8892,They have no idea what our problems are.,,verified_data
8893,Asamoah sleeps in the nude in the summer.,,verified_data
8894,They give presents to one another.,,verified_data
8895,She makes him do his homework before dinner.,,verified_data
8896,Has Flight 123 arrived?,,verified_data
8897,Don't count on him to lend you any money.,,verified_data
8898,He held her tightly.,,verified_data
8899,Your daughter is very pretty.,,verified_data
8900,I have to take a bus to go anywhere.,,verified_data
8901,I've finally got used to urban life.,,verified_data
8902,That man is dead.,,verified_data
8903,I hope he'll be able to come! I'd like to see him.,,verified_data
8904,You all just lost the game.,,verified_data
8905,Do you know how to use a computer?,,verified_data
8906,Find out what Asamoah wants.,,verified_data
8907,I'm a liar.,,verified_data
8908,He is a great swimming champion.,,verified_data
8909,"See what the problem is, OK?",,verified_data
8910,He looked around the waiting room.,,verified_data
8911,You can't miss it.,,verified_data
8912,Weren't you crying?,,verified_data
8913,I'm the best.,,verified_data
8914,My father helped me with my homework.,,verified_data
8915,Asamoah hesitated for a moment before answering Abena.,,verified_data
8916,Asamoah began to wonder who Abena had learned French from.,,verified_data
8917,I once worked in a restaurant.,,verified_data
8918,Money doesn't grow on trees.,,verified_data
8919,Who wants cookies?,,verified_data
8920,They never spoke to us.,,verified_data
8921,I hope you like the job.,,verified_data
8922,We do need your advice.,,verified_data
8923,Nobody heard Asamoah's screams.,,verified_data
8924,When's the wedding?,,verified_data
8925,Asamoah is the captain of this baseball team.,,verified_data
8926,You should prepare for the worst.,,verified_data
8927,It wasn't really a very good plan.,,verified_data
8928,Asamoah has a lot of good ideas.,,verified_data
8929,You can get there in less than thirty minutes.,,verified_data
8930,The writer has an excellent style.,,verified_data
8931,Are you a believer?,,verified_data
8932,Why do I have to talk to Asamoah?,,verified_data
8933,I'm sick of eating out every night.,,verified_data
8934,Learning a musical instrument trains the mind.,,verified_data
8935,My son always gets sick when he rides a bus.,,verified_data
8936,I have never seen a red refrigerator.,,verified_data
8937,It's very simple.,,verified_data
8938,Where's your backpack?,,verified_data
8939,I am like my brother.,,verified_data
8940,They met in high school.,,verified_data
8941,We had a very good time at the dinner.,,verified_data
8942,I've waited two whole hours. I can't wait any longer.,,verified_data
8943,They were badly injured in a car accident.,,verified_data
8944,I'm willing to share.,,verified_data
8945,We want a car.,,verified_data
8946,I like to draw pictures.,,verified_data
8947,Asamoah spent the night in jail.,,verified_data
8948,Few things give us as much pleasure as music.,,verified_data
8949,I'm going to France to study painting.,,verified_data
8950,He earns over 500 dollars a month at that job.,,verified_data
8951,She was brought up in the lap of luxury.,,verified_data
8952,Asamoah needed the money.,,verified_data
8953,Asamoah gave it to Abena.,,verified_data
8954,She slapped his face.,,verified_data
8955,I like to give gifts to my family and friends.,,verified_data
8956,There is no other way.,,verified_data
8957,Cloning people raises serious ethical problems.,,verified_data
8958,Do you like this drawing?,,verified_data
8959,Asamoah has sold his house in Boston.,,verified_data
8960,Could you hand me the newspaper on the table?,,verified_data
8961,There are forty students in our class.,,verified_data
8962,He has all kinds of books.,,verified_data
8963,This custom is peculiar to Japan.,,verified_data
8964,How long have you waited?,,verified_data
8965,Deal us the cards.,,verified_data
8966,Don't just read books. Go outside once in a while and get some exercise.,,verified_data
8967,Take your dog away.,,verified_data
8968,He came to ask us to help him.,,verified_data
8969,You look great.,,verified_data
8970,All's fair in love and war.,,verified_data
8971,Asamoah refuses to work.,,verified_data
8972,Asamoah made Abena angry.,,verified_data
8973,Asamoah asked me what I had bought.,,verified_data
8974,My dad bought me books.,,verified_data
8975,Don't give up halfway.,,verified_data
8976,Call the fire department!,,verified_data
8977,Always obey your father.,,verified_data
8978,You're not funny.,,verified_data
8979,Everybody hates Asamoah.,,verified_data
8980,What are you thinking about?,,verified_data
8981,I'm kind of happy.,,verified_data
8982,"No thank you, I'm full.",,verified_data
8983,Please tell me about you and your family.,,verified_data
8984,Someone told me Abena left her husband.,,verified_data
8985,She was educated in the United States.,,verified_data
8986,His mother was ashamed of him.,,verified_data
8987,I can't give up smoking.,,verified_data
8988,"Yesterday, as I was walking along the street, I saw an accident.",,verified_data
8989,Nobody wanted to believe Asamoah.,,verified_data
8990,Is a meal served on this flight?,,verified_data
8991,Asamoah and Abena exchange more than 200 text messages every day.,,verified_data
8992,I saw him being scolded by his father.,,verified_data
8993,Don't worry about it!,,verified_data
8994,Please lower the flag.,,verified_data
8995,I don't remember anything.,,verified_data
8996,Dogs are man's best friends.,,verified_data
8997,How did you enjoy the concert?,,verified_data
8998,They all did it.,,verified_data
8999,Did you read that thick book?,,verified_data
9000,Asamoah can't be that naive.,,verified_data
9001,His daughter has become a pretty woman.,,verified_data
9002,I wish I could sing like you do.,,verified_data
9003,Do you have a tattoo?,,verified_data
9004,I'm closing my store.,,verified_data
9005,He is afraid to fly in an airplane.,,verified_data
9006,I say it's worth a try.,,verified_data
9007,"I play tennis, but my form is terrible.",,verified_data
9008,I am mopping my room.,,verified_data
9009,This makes me mad.,,verified_data
9010,You're just jealous.,,verified_data
9011,We took turns in washing the car.,,verified_data
9012,He heard a shout.,,verified_data
9013,He left Japan never to come back.,,verified_data
9014,Asamoah is romantic.,,verified_data
9015,Did they repair the watch?,,verified_data
9016,I won't make you do anything you don't want to.,,verified_data
9017,This mountain is covered with snow all year round.,,verified_data
9018,What a heavy bag!,,verified_data
9019,No one can deny the fact that fire burns.,,verified_data
9020,My father is a doctor.,,verified_data
9021,Someday your dream will come true.,,verified_data
9022,This car is mine.,,verified_data
9023,My dream is to take a round-the-world trip.,,verified_data
9024,The vacation is close to an end.,,verified_data
9025,Many Americans blamed Spain.,,verified_data
9026,The girl screamed when she saw the flames.,,verified_data
9027,That's what I want.,,verified_data
9028,That would be cool.,,verified_data
9029,I'll do so immediately.,,verified_data
